"player_id","position_cluster","minutes"
-89411,"Central Forward",272
-89411,"Central Midfielder",26
-89410,"Left-Sided Attacker",9
-89410,"Right-Sided Attacker",10
-89402,"Central Midfielder",86
-89375,"Central Forward",48
-89351,"Central Defender",192
-89351,"Left-Sided Midfielder/Fullback",35
-89333,"Central Defender",95
-89333,"Right-Sided Attacker",35
-89332,"Left-Sided Attacker",9
-89331,"Central Forward",233
-89331,"Central Midfielder",70
-89331,"Left-Sided Attacker",30
-89330,"Left-Sided Attacker",350
-89302,"Central Forward",333
-89302,"Central Midfielder",64
-89302,"Left-Sided Attacker",15
-89302,"Right-Sided Attacker",23
-89300,"Right-Sided Attacker",18
-89299,"Central Defender",373
-89299,"Right-Sided Midfielder/Fullback",545
-89277,"Central Forward",541
-89277,"Central Midfielder",188
-89277,"Left-Sided Attacker",267
-89277,"Right-Sided Attacker",274
-89275,"Central Midfielder",50
-89274,"Central Defender",124
-89274,"Central Midfielder",18
-89270,"Central Defender",1499
-89269,"Central Forward",37
-89269,"Central Midfielder",8
-89265,"Right-Sided Midfielder/Fullback",654
-89264,"Central Forward",54
-89183,"Left-Sided Attacker",262
-89183,"Left-Sided Midfielder/Fullback",31
-89182,"Central Forward",321
-89182,"Central Midfielder",248
-89179,"Central Defender",317
-89178,"Right-Sided Midfielder/Fullback",759
-89176,"Central Forward",63
-89176,"Central Midfielder",41
-89175,"Right-Sided Attacker",10
-89175,"Right-Sided Midfielder/Fullback",8
-89174,"Central Midfielder",89
-89174,"Left-Sided Attacker",48
-89174,"Right-Sided Attacker",19
-89171,"Left-Sided Attacker",29
-89171,"Right-Sided Attacker",248
-89169,"Central Defender",384
-89094,"Central Forward",70
-89094,"Right-Sided Attacker",9
-89091,"Left-Sided Attacker",99
-89090,"Left-Sided Midfielder/Fullback",190
-89090,"Right-Sided Midfielder/Fullback",192
-88728,"Central Midfielder",379
-88728,"Right-Sided Midfielder/Fullback",15
-88727,"Central Midfielder",35
-88659,"Left-Sided Attacker",50
-88659,"Right-Sided Attacker",48
-88659,"Right-Sided Midfielder/Fullback",93
-88634,"Central Midfielder",136
-88483,"Central Midfielder",381
-88389,"Left-Sided Attacker",16
-88389,"Right-Sided Attacker",81
-88389,"Right-Sided Midfielder/Fullback",12
-88383,"Left-Sided Attacker",17
-88383,"Left-Sided Midfielder/Fullback",313
-88383,"Right-Sided Midfielder/Fullback",44
-88367,"Left-Sided Attacker",128
-88367,"Right-Sided Attacker",130
-88365,"Right-Sided Midfielder/Fullback",96
-88356,"Left-Sided Attacker",69
-88356,"Right-Sided Attacker",23
-88354,"Left-Sided Midfielder/Fullback",62
-88353,"Left-Sided Attacker",117
-88351,"Central Midfielder",412
-88348,"Central Defender",97
-88348,"Left-Sided Midfielder/Fullback",33
-88348,"Right-Sided Midfielder/Fullback",34
-88345,"Central Midfielder",622
-88345,"Left-Sided Midfielder/Fullback",39
-88344,"Central Forward",244
-88343,"Central Forward",22
-88343,"Central Midfielder",197
-88342,"Central Defender",30
-88342,"Central Midfielder",86
-88338,"Left-Sided Attacker",315
-88338,"Left-Sided Midfielder/Fullback",97
-88338,"Right-Sided Attacker",70
-88333,"Central Defender",105
-88324,"Right-Sided Midfielder/Fullback",74
-88321,"Central Forward",45
-88318,"Central Forward",10
-88318,"Central Midfielder",13
-88314,"Central Forward",41
-88305,"Left-Sided Attacker",62
-88305,"Right-Sided Attacker",76
-88299,"Left-Sided Attacker",27
-88299,"Right-Sided Midfielder/Fullback",284
-88296,"Central Midfielder",102
-88295,"Central Midfielder",937
-88294,"Central Defender",306
-88294,"Right-Sided Midfielder/Fullback",14
-88291,"Central Defender",151
-88291,"Left-Sided Midfielder/Fullback",120
-88284,"Central Defender",461
-88284,"Right-Sided Midfielder/Fullback",743
-88283,"Central Midfielder",1085
-88283,"Right-Sided Midfielder/Fullback",18
-88281,"Central Midfielder",781
-88281,"Left-Sided Attacker",281
-88280,"Central Defender",209
-88277,"Left-Sided Midfielder/Fullback",561
-88276,"Central Midfielder",784
-88275,"Central Defender",1055
-88272,"Central Midfielder",281
-88270,"Central Forward",15
-88267,"Central Midfielder",12
-88267,"Right-Sided Attacker",51
-88262,"Central Midfielder",36
-88262,"Right-Sided Midfielder/Fullback",298
-88261,"Central Forward",26
-88261,"Left-Sided Attacker",370
-88261,"Left-Sided Midfielder/Fullback",25
-88260,"Central Defender",850
-88260,"Central Forward",95
-88259,"Central Midfielder",22
-88258,"Left-Sided Attacker",11
-88258,"Right-Sided Attacker",16
-88252,"Left-Sided Attacker",72
-88252,"Right-Sided Attacker",391
-88250,"Central Forward",21
-88250,"Central Midfielder",10
-88250,"Left-Sided Midfielder/Fullback",12
-88241,"Central Midfielder",44
-88241,"Left-Sided Attacker",46
-88241,"Right-Sided Attacker",480
-88241,"Right-Sided Midfielder/Fullback",48
-88240,"Central Forward",223
-88235,"Central Forward",142
-88235,"Left-Sided Attacker",31
-88235,"Left-Sided Midfielder/Fullback",97
-88235,"Right-Sided Midfielder/Fullback",229
-88232,"Left-Sided Attacker",15
-88232,"Right-Sided Midfielder/Fullback",36
-88231,"Right-Sided Midfielder/Fullback",463
-88229,"Central Defender",243
-88229,"Central Forward",42
-88224,"Central Defender",786
-88224,"Central Midfielder",202
-88223,"Central Defender",286
-88220,"Central Midfielder",95
-88217,"Left-Sided Attacker",31
-88217,"Right-Sided Attacker",23
-88215,"Left-Sided Attacker",25
-88215,"Left-Sided Midfielder/Fullback",298
-88215,"Right-Sided Midfielder/Fullback",285
-88202,"Central Forward",13
-88200,"Left-Sided Attacker",239
-88197,"Central Midfielder",61
-88197,"Left-Sided Midfielder/Fullback",24
-88197,"Right-Sided Attacker",20
-88169,"Left-Sided Attacker",88
-88169,"Left-Sided Midfielder/Fullback",143
-88078,"Central Defender",474
-88078,"Central Midfielder",237
-88078,"Left-Sided Midfielder/Fullback",73
-88078,"Right-Sided Midfielder/Fullback",97
-88001,"Left-Sided Midfielder/Fullback",128
-88001,"Right-Sided Midfielder/Fullback",50
-87728,"Left-Sided Midfielder/Fullback",996
-87304,"Central Forward",22
-87304,"Left-Sided Attacker",46
-87304,"Right-Sided Attacker",65
-87257,"Central Forward",149
-87257,"Central Midfielder",34
-87257,"Left-Sided Attacker",34
-87257,"Right-Sided Attacker",87
-87257,"Right-Sided Midfielder/Fullback",34
-87012,"Left-Sided Midfielder/Fullback",17
-86983,"Central Forward",31
-86903,"Central Forward",986
-86903,"Central Midfielder",86
-86903,"Left-Sided Attacker",77
-86903,"Right-Sided Attacker",11
-86429,"Central Forward",26
-86429,"Right-Sided Attacker",11
-86366,"Central Forward",14
-86366,"Central Midfielder",76
-86366,"Left-Sided Attacker",240
-86366,"Left-Sided Midfielder/Fullback",41
-86366,"Right-Sided Attacker",620
-86366,"Right-Sided Midfielder/Fullback",31
-86194,"Central Defender",91
-85722,"Left-Sided Midfielder/Fullback",748
-85722,"Right-Sided Midfielder/Fullback",96
-85339,"Central Forward",295
-85339,"Central Midfielder",263
-85339,"Right-Sided Midfielder/Fullback",18
-85161,"Central Midfielder",39
-85161,"Right-Sided Attacker",25
-84846,"Central Midfielder",544
-84846,"Right-Sided Midfielder/Fullback",19
-84533,"Central Defender",98
-84420,"Left-Sided Attacker",149
-84420,"Right-Sided Attacker",101
-84412,"Central Midfielder",1072
-84411,"Central Midfielder",81
-84411,"Left-Sided Attacker",20
-84411,"Right-Sided Attacker",730
-84321,"Central Midfielder",2327
-84313,"Central Midfielder",15
-84285,"Central Midfielder",887
-84285,"Left-Sided Midfielder/Fullback",66
-84269,"Central Forward",165
-84269,"Left-Sided Attacker",56
-84269,"Right-Sided Attacker",102
-84204,"Left-Sided Attacker",115
-84204,"Right-Sided Midfielder/Fullback",440
-84171,"Central Midfielder",14
-84169,"Central Defender",1155
-84041,"Right-Sided Midfielder/Fullback",14
-83720,"Central Forward",354
-83720,"Right-Sided Attacker",25
-83716,"Central Defender",338
-83432,"Left-Sided Attacker",16
-83431,"Central Forward",16
-83228,"Central Defender",540
-83221,"Left-Sided Attacker",9
-83220,"Central Defender",192
-83220,"Central Midfielder",679
-83124,"Central Forward",13
-82969,"Central Midfielder",100
-82952,"Central Midfielder",509
-82649,"Central Midfielder",37
-82649,"Left-Sided Attacker",18
-82649,"Right-Sided Midfielder/Fullback",8
-82571,"Central Midfielder",92
-82571,"Right-Sided Midfielder/Fullback",81
-82555,"Central Forward",76
-82555,"Central Midfielder",15
-82554,"Central Midfielder",348
-82553,"Left-Sided Midfielder/Fullback",415
-82546,"Central Forward",140
-82546,"Right-Sided Attacker",473
-82037,"Central Defender",232
-82037,"Left-Sided Midfielder/Fullback",15
-81968,"Central Midfielder",688
-81968,"Left-Sided Attacker",21
-81968,"Right-Sided Attacker",62
-81968,"Right-Sided Midfielder/Fullback",96
-81967,"Central Forward",829
-81904,"Left-Sided Attacker",74
-81904,"Left-Sided Midfielder/Fullback",32
-81542,"Central Forward",752
-81518,"Central Defender",109
-81518,"Central Midfielder",1281
-81517,"Left-Sided Midfielder/Fullback",640
-81456,"Central Midfielder",1139
-81456,"Right-Sided Midfielder/Fullback",222
-81446,"Right-Sided Midfielder/Fullback",58
-81445,"Central Midfielder",19
-81418,"Central Defender",156
-81397,"Central Defender",1275
-81324,"Central Midfielder",500
-81324,"Right-Sided Midfielder/Fullback",49
-81319,"Central Forward",14
-81319,"Central Midfielder",85
-81319,"Left-Sided Midfielder/Fullback",42
-81319,"Right-Sided Midfielder/Fullback",35
-81317,"Central Midfielder",30
-81082,"Right-Sided Midfielder/Fullback",96
-81004,"Right-Sided Midfielder/Fullback",32
-81000,"Central Defender",363
-81000,"Left-Sided Midfielder/Fullback",806
-80999,"Central Defender",835
-80992,"Central Forward",411
-80992,"Central Midfielder",50
-80992,"Left-Sided Midfielder/Fullback",141
-80938,"Central Forward",968
-80870,"Central Midfielder",1650
-80866,"Central Midfielder",70
-80860,"Left-Sided Attacker",620
-80860,"Right-Sided Attacker",63
-80832,"Central Forward",87
-80832,"Right-Sided Attacker",902
-80831,"Right-Sided Attacker",16
-80830,"Central Midfielder",418
-80829,"Central Midfielder",235
-80829,"Left-Sided Attacker",127
-80829,"Right-Sided Attacker",260
-80829,"Right-Sided Midfielder/Fullback",150
-80824,"Central Midfielder",372
-80822,"Right-Sided Midfielder/Fullback",220
-80819,"Central Defender",1044
-80813,"Central Forward",9
-80813,"Central Midfielder",1253
-80813,"Left-Sided Midfielder/Fullback",211
-80786,"Central Midfielder",286
-80786,"Left-Sided Midfielder/Fullback",68
-80786,"Right-Sided Midfielder/Fullback",20
-80718,"Central Defender",908
-80607,"Central Forward",82
-80607,"Central Midfielder",97
-80607,"Left-Sided Attacker",366
-80607,"Left-Sided Midfielder/Fullback",84
-80607,"Right-Sided Attacker",368
-80607,"Right-Sided Midfielder/Fullback",95
-80597,"Central Forward",23
-80597,"Left-Sided Midfielder/Fullback",33
-80597,"Right-Sided Attacker",245
-80597,"Right-Sided Midfielder/Fullback",32
-80567,"Central Forward",31
-80567,"Right-Sided Attacker",12
-80449,"Left-Sided Attacker",223
-80449,"Right-Sided Attacker",23
-80448,"Central Forward",987
-80448,"Left-Sided Attacker",82
-80448,"Right-Sided Attacker",274
-80420,"Right-Sided Attacker",123
-80420,"Right-Sided Midfielder/Fullback",494
-80400,"Right-Sided Attacker",30
-80328,"Central Midfielder",11
-80282,"Central Defender",213
-80279,"Left-Sided Attacker",9
-80279,"Right-Sided Attacker",70
-80279,"Right-Sided Midfielder/Fullback",133
-80266,"Left-Sided Attacker",1067
-80266,"Right-Sided Attacker",47
-80087,"Central Midfielder",439
-80087,"Left-Sided Midfielder/Fullback",84
-80087,"Right-Sided Midfielder/Fullback",190
-80066,"Central Forward",124
-80066,"Left-Sided Attacker",67
-80026,"Central Forward",37
-80018,"Central Defender",304
-79972,"Central Defender",189
-79957,"Central Defender",483
-79951,"Left-Sided Midfielder/Fullback",392
-79950,"Central Forward",640
-79950,"Left-Sided Attacker",359
-79950,"Right-Sided Attacker",279
-79946,"Central Defender",183
-79942,"Central Midfielder",1214
-79942,"Left-Sided Midfielder/Fullback",391
-79942,"Right-Sided Midfielder/Fullback",25
-79935,"Central Midfielder",407
-79933,"Central Forward",611
-79933,"Central Midfielder",344
-79933,"Right-Sided Attacker",661
-79933,"Right-Sided Midfielder/Fullback",97
-79928,"Right-Sided Midfielder/Fullback",9
-79876,"Central Forward",113
-79876,"Right-Sided Attacker",34
-79873,"Central Defender",1016
-79873,"Central Midfielder",88
-79873,"Left-Sided Attacker",10
-79718,"Right-Sided Midfielder/Fullback",64
-79692,"Central Midfielder",214
-79631,"Central Forward",247
-79631,"Central Midfielder",306
-79631,"Left-Sided Attacker",532
-79631,"Left-Sided Midfielder/Fullback",122
-79631,"Right-Sided Attacker",1518
-79631,"Right-Sided Midfielder/Fullback",634
-79595,"Central Forward",47
-79595,"Central Midfielder",250
-79594,"Central Forward",47
-79593,"Central Defender",691
-79593,"Right-Sided Midfielder/Fullback",359
-79591,"Left-Sided Midfielder/Fullback",32
-79543,"Left-Sided Midfielder/Fullback",14
-79543,"Right-Sided Midfielder/Fullback",705
-79541,"Central Midfielder",94
-79541,"Left-Sided Attacker",232
-79541,"Right-Sided Attacker",340
-79532,"Central Midfielder",45
-79530,"Central Forward",573
-79530,"Central Midfielder",33
-79487,"Central Forward",367
-79487,"Central Midfielder",49
-79487,"Left-Sided Attacker",155
-79487,"Right-Sided Attacker",45
-79481,"Left-Sided Attacker",12
-79481,"Right-Sided Attacker",49
-79481,"Right-Sided Midfielder/Fullback",14
-79476,"Left-Sided Attacker",343
-79475,"Central Midfielder",710
-79475,"Left-Sided Midfielder/Fullback",193
-79474,"Left-Sided Attacker",313
-79474,"Right-Sided Attacker",159
-79473,"Left-Sided Attacker",89
-79473,"Right-Sided Attacker",380
-79450,"Central Midfielder",85
-79450,"Right-Sided Attacker",30
-79449,"Central Midfielder",278
-79449,"Left-Sided Attacker",13
-79448,"Central Forward",496
-79448,"Central Midfielder",47
-79447,"Left-Sided Attacker",65
-79447,"Left-Sided Midfielder/Fullback",29
-79447,"Right-Sided Attacker",62
-79446,"Central Forward",748
-79446,"Central Midfielder",96
-79446,"Right-Sided Attacker",96
-79443,"Left-Sided Attacker",504
-79443,"Left-Sided Midfielder/Fullback",34
-79443,"Right-Sided Attacker",125
-79424,"Central Forward",21
-79423,"Central Defender",96
-79423,"Central Midfielder",37
-79422,"Central Defender",169
-79422,"Right-Sided Midfielder/Fullback",84
-79416,"Right-Sided Attacker",22
-79307,"Central Forward",245
-79307,"Central Midfielder",282
-79307,"Left-Sided Attacker",13
-79307,"Right-Sided Attacker",50
-79307,"Right-Sided Midfielder/Fullback",162
-79304,"Central Defender",566
-79304,"Central Midfielder",8
-79301,"Central Midfielder",94
-79301,"Left-Sided Attacker",123
-79301,"Left-Sided Midfielder/Fullback",88
-79301,"Right-Sided Attacker",109
-79301,"Right-Sided Midfielder/Fullback",752
-79298,"Central Midfielder",455
-79200,"Central Defender",281
-79120,"Right-Sided Midfielder/Fullback",56
-79074,"Central Forward",476
-79074,"Central Midfielder",21
-79074,"Right-Sided Attacker",19
-78582,"Right-Sided Attacker",595
-78412,"Central Forward",91
-78313,"Central Midfielder",1168
-78313,"Right-Sided Midfielder/Fullback",104
-78304,"Central Defender",151
-78304,"Central Midfielder",386
-78304,"Right-Sided Attacker",32
-78118,"Central Defender",18
-78118,"Right-Sided Midfielder/Fullback",96
-78096,"Central Forward",779
-78096,"Right-Sided Attacker",520
-77968,"Central Defender",262
-77966,"Central Forward",31
-77966,"Central Midfielder",217
-77966,"Right-Sided Attacker",27
-77963,"Central Midfielder",143
-77962,"Central Defender",560
-77962,"Right-Sided Midfielder/Fullback",148
-77957,"Left-Sided Midfielder/Fullback",248
-77954,"Central Forward",370
-77954,"Central Midfielder",137
-77954,"Left-Sided Attacker",155
-77954,"Right-Sided Attacker",157
-77941,"Central Midfielder",1221
-77941,"Left-Sided Midfielder/Fullback",167
-77941,"Right-Sided Midfielder/Fullback",49
-77916,"Central Forward",153
-77916,"Central Midfielder",45
-77916,"Left-Sided Attacker",38
-77916,"Left-Sided Midfielder/Fullback",61
-77916,"Right-Sided Attacker",19
-77916,"Right-Sided Midfielder/Fullback",10
-77909,"Central Forward",400
-77909,"Right-Sided Attacker",101
-77863,"Central Midfielder",10
-77857,"Central Forward",127
-77857,"Central Midfielder",59
-77857,"Left-Sided Attacker",209
-77857,"Left-Sided Midfielder/Fullback",123
-77857,"Right-Sided Attacker",18
-77857,"Right-Sided Midfielder/Fullback",264
-77759,"Central Forward",81
-77759,"Central Midfielder",102
-77759,"Left-Sided Midfielder/Fullback",60
-77759,"Right-Sided Attacker",32
-77759,"Right-Sided Midfielder/Fullback",28
-77758,"Central Defender",597
-77758,"Left-Sided Midfielder/Fullback",436
-77600,"Central Forward",74
-77600,"Central Midfielder",1123
-77599,"Left-Sided Attacker",1217
-77597,"Right-Sided Midfielder/Fullback",1431
-77591,"Central Forward",52
-77591,"Left-Sided Attacker",21
-77590,"Central Forward",367
-77590,"Right-Sided Attacker",14
-77487,"Left-Sided Attacker",103
-77487,"Left-Sided Midfielder/Fullback",579
-77484,"Central Midfielder",264
-77484,"Left-Sided Attacker",49
-77484,"Left-Sided Midfielder/Fullback",87
-77484,"Right-Sided Midfielder/Fullback",124
-77483,"Central Defender",903
-77436,"Left-Sided Midfielder/Fullback",41
-77436,"Right-Sided Attacker",14
-77436,"Right-Sided Midfielder/Fullback",13
-77391,"Central Midfielder",177
-77391,"Left-Sided Midfielder/Fullback",168
-77391,"Right-Sided Midfielder/Fullback",374
-77390,"Central Midfielder",396
-77390,"Left-Sided Midfielder/Fullback",95
-77336,"Left-Sided Attacker",56
-77336,"Right-Sided Attacker",149
-77319,"Central Defender",962
-77311,"Left-Sided Attacker",102
-77311,"Left-Sided Midfielder/Fullback",655
-77307,"Central Midfielder",454
-77301,"Central Forward",585
-77301,"Central Midfielder",110
-77301,"Left-Sided Attacker",375
-77284,"Central Midfielder",304
-77284,"Right-Sided Midfielder/Fullback",9
-77277,"Central Midfielder",821
-77277,"Left-Sided Midfielder/Fullback",49
-77259,"Central Forward",189
-77259,"Central Midfielder",193
