"id","position_cluster"
"461876","Right-Sided Midfielder/Fullback"
"461876","Right-Sided Attacker"
"461877","Central Forward"
"461883","Central Defender"
"461883","Left-Sided Midfielder/Fullback"
"461884","Central Defender"
"461886","Left-Sided Attacker"
"461886","Right-Sided Attacker"
"461893","Central Forward"
"461948","Central Defender"
"461973","Left-Sided Midfielder/Fullback"
"462045","Right-Sided Midfielder/Fullback"
"462045","Central Midfielder"
"462215","Central Forward"
"462215","Left-Sided Attacker"
"462566","Right-Sided Midfielder/Fullback"
"462617","Right-Sided Attacker"
"462617","Left-Sided Attacker"
"462658","Central Defender"
"462665","Central Forward"
"462665","Central Midfielder"
"462667","Central Defender"
"462667","Central Midfielder"
"462673","Right-Sided Attacker"
"462673","Left-Sided Midfielder/Fullback"
"462679","Left-Sided Midfielder/Fullback"
"462679","Central Forward"
"462679","Left-Sided Attacker"
"46294","Central Midfielder"
"463008","Left-Sided Midfielder/Fullback"
"463009","Left-Sided Midfielder/Fullback"
"463009","Central Defender"
"463014","Central Defender"
"463016","Right-Sided Midfielder/Fullback"
"463016","Central Midfielder"
"463018","Left-Sided Attacker"
"463018","Right-Sided Attacker"
"463045","Central Defender"
"463096","Central Midfielder"
"463261","Central Midfielder"
"463684","Central Defender"
"463684","Central Midfielder"
"463686","Central Defender"
"463687","Central Defender"
"463689","Left-Sided Midfielder/Fullback"
"463690","Central Defender"
"463691","Central Forward"
"463691","Left-Sided Attacker"
"463692","Left-Sided Attacker"
"463693","Central Forward"
"463702","Right-Sided Attacker"
"463703","Right-Sided Attacker"
"463703","Left-Sided Attacker"
"463719","Left-Sided Midfielder/Fullback"
"463719","Central Midfielder"
"464500","Central Midfielder"
"464500","Central Forward"
"464547","Left-Sided Attacker"
"464570","Central Midfielder"
"46466","Central Forward"
"46469","Central Midfielder"
"46469","Left-Sided Attacker"
"4647","Left-Sided Attacker"
"464879","Right-Sided Attacker"
"465004","Central Defender"
"465058","Left-Sided Attacker"
"465058","Central Forward"
"465082","Central Midfielder"
"465083","Right-Sided Midfielder/Fullback"
"465084","Left-Sided Midfielder/Fullback"
"465084","Left-Sided Attacker"
"46517","Central Forward"
"46517","Central Midfielder"
"465234","Central Midfielder"
"465385","Central Defender"
"465775","Right-Sided Midfielder/Fullback"
"465775","Left-Sided Attacker"
"4658","Right-Sided Attacker"
"4658","Left-Sided Attacker"
"465817","Central Midfielder"
"465817","Central Defender"
"465910","Central Forward"
"465910","Left-Sided Attacker"
"465910","Right-Sided Attacker"
"466029","Central Midfielder"
"466485","Central Midfielder"
"466485","Left-Sided Attacker"
"4667","Central Defender"
"466727","Left-Sided Attacker"
"466758","Left-Sided Midfielder/Fullback"
"466758","Central Defender"
"466758","Right-Sided Midfielder/Fullback"
"466773","Right-Sided Midfielder/Fullback"
"466773","Central Midfielder"
"466872","Central Forward"
"466884","Left-Sided Midfielder/Fullback"
"466884","Right-Sided Midfielder/Fullback"
"466886","Left-Sided Attacker"
"466886","Central Midfielder"
"466889","Left-Sided Midfielder/Fullback"
"466889","Central Defender"
"467423","Central Defender"
"467450","Central Midfielder"
"467649","Central Defender"
"467805","Left-Sided Attacker"
"467972","Central Defender"
"467972","Central Midfielder"
"468040","Right-Sided Midfielder/Fullback"
"468146","Central Defender"
"468286","Left-Sided Midfielder/Fullback"
"468462","Central Forward"
"468462","Right-Sided Attacker"
"468835","Central Midfielder"
"468887","Right-Sided Attacker"
"468887","Central Forward"
"468887","Left-Sided Attacker"
"469044","Left-Sided Midfielder/Fullback"
"469062","Central Midfielder"
"469062","Left-Sided Midfielder/Fullback"
"469062","Right-Sided Midfielder/Fullback"
"4691","Central Defender"
"469172","Right-Sided Midfielder/Fullback"
"469172","Left-Sided Midfielder/Fullback"
"469367","Left-Sided Midfielder/Fullback"
"469401","Right-Sided Attacker"
"469401","Left-Sided Attacker"
"469523","Right-Sided Midfielder/Fullback"
"469523","Central Midfielder"
"469523","Left-Sided Midfielder/Fullback"
"469525","Left-Sided Midfielder/Fullback"
"469525","Central Midfielder"
"469525","Left-Sided Attacker"
"469530","Central Forward"
"469735","Left-Sided Attacker"
"469736","Central Forward"
"469736","Right-Sided Attacker"
"4699","Right-Sided Midfielder/Fullback"
"4699","Central Midfielder"
"469901","Central Forward"
"469991","Right-Sided Attacker"
"469991","Central Midfielder"
"469991","Left-Sided Midfielder/Fullback"
"470041","Central Forward"
"470189","Central Midfielder"
"470208","Central Forward"
"470388","Central Defender"
"470389","Left-Sided Midfielder/Fullback"
"470389","Right-Sided Midfielder/Fullback"
"47040","Central Defender"
"470799","Central Defender"
"471421","Central Midfielder"
"471464","Right-Sided Attacker"
"471636","Left-Sided Midfielder/Fullback"
"47166","Central Midfielder"
"47166","Central Defender"
"47167","Central Midfielder"
"471680","Central Midfielder"
"471920","Central Defender"
"471920","Left-Sided Midfielder/Fullback"
"472399","Left-Sided Midfielder/Fullback"
"472497","Right-Sided Attacker"
"472497","Left-Sided Attacker"
"472513","Right-Sided Attacker"
"472513","Left-Sided Attacker"
"47273","Central Defender"
"47294","Left-Sided Attacker"
"472990","Left-Sided Midfielder/Fullback"
"473006","Right-Sided Midfielder/Fullback"
"473127","Central Forward"
"473255","Central Midfielder"
"473255","Right-Sided Midfielder/Fullback"
"473314","Left-Sided Midfielder/Fullback"
"473349","Central Forward"
"473351","Central Defender"
"47340","Central Midfielder"
"473419","Right-Sided Midfielder/Fullback"
"473419","Left-Sided Midfielder/Fullback"
"473467","Central Midfielder"
"47379","Right-Sided Attacker"
"473916","Left-Sided Midfielder/Fullback"
"473916","Central Midfielder"
"474080","Central Forward"
"4742","Central Midfielder"
"47438","Right-Sided Attacker"
"474564","Right-Sided Attacker"
"474564","Central Forward"
"474564","Left-Sided Attacker"
"475036","Right-Sided Midfielder/Fullback"
"475036","Central Midfielder"
"47548","Right-Sided Attacker"
"47548","Left-Sided Attacker"
"47548","Right-Sided Midfielder/Fullback"
"475495","Central Midfielder"
"475895","Right-Sided Attacker"
"476106","Right-Sided Attacker"
"476106","Right-Sided Midfielder/Fullback"
"476109","Left-Sided Midfielder/Fullback"
"476158","Central Forward"
"476158","Central Midfielder"
"4762","Central Midfielder"
"476275","Central Midfielder"
"476277","Central Midfielder"
"476284","Left-Sided Midfielder/Fullback"
"476284","Left-Sided Attacker"
"476511","Right-Sided Attacker"
"476511","Central Forward"
"476511","Left-Sided Midfielder/Fullback"
"476614","Central Defender"
"476615","Right-Sided Midfielder/Fullback"
"476615","Central Midfielder"
"476649","Central Defender"
"4767","Central Midfielder"
"476838","Central Forward"
"476854","Right-Sided Attacker"
"476854","Left-Sided Attacker"
"476854","Left-Sided Midfielder/Fullback"
"476968","Left-Sided Attacker"
"476968","Central Forward"
"476968","Left-Sided Midfielder/Fullback"
"477126","Central Midfielder"
"477126","Central Defender"
"477186","Right-Sided Midfielder/Fullback"
"477412","Right-Sided Attacker"
"477412","Central Midfielder"
"477412","Left-Sided Midfielder/Fullback"
"477496","Central Forward"
"477496","Central Midfielder"
"477582","Right-Sided Attacker"
"477582","Central Forward"
"477589","Central Midfielder"
"477589","Right-Sided Midfielder/Fullback"
"477775","Central Midfielder"
"477834","Central Defender"
"477835","Right-Sided Attacker"
"477976","Central Midfielder"
"478149","Central Forward"
"478149","Left-Sided Attacker"
"478149","Left-Sided Midfielder/Fullback"
"478222","Central Forward"
"478222","Central Midfielder"
"478227","Central Forward"
"478267","Central Defender"
"478299","Right-Sided Midfielder/Fullback"
"478301","Central Midfielder"
"478301","Central Defender"
"478303","Central Defender"
"478307","Central Forward"
"478307","Central Midfielder"
"478322","Right-Sided Midfielder/Fullback"
"478384","Central Defender"
"478384","Left-Sided Midfielder/Fullback"
"478388","Central Defender"
"478447","Left-Sided Attacker"
"478447","Right-Sided Attacker"
"478447","Right-Sided Midfielder/Fullback"
"478456","Right-Sided Midfielder/Fullback"
"478459","Central Forward"
"478461","Central Midfielder"
"478471","Central Midfielder"
"478472","Left-Sided Midfielder/Fullback"
"478472","Left-Sided Attacker"
"478594","Central Defender"
"4786","Central Defender"
"4786","Left-Sided Midfielder/Fullback"
"478612","Central Forward"
"478637","Left-Sided Midfielder/Fullback"
"478640","Central Midfielder"
"478640","Central Defender"
"478647","Central Midfielder"
"478647","Left-Sided Attacker"
"478648","Left-Sided Midfielder/Fullback"
"478648","Central Defender"
"478653","Central Forward"
"478653","Central Midfielder"
"478664","Central Forward"
"478664","Central Midfielder"
"478665","Central Forward"
"478665","Left-Sided Attacker"
"4787","Left-Sided Attacker"
"478766","Central Midfielder"
"4788","Central Forward"
"479072","Central Forward"
"479267","Central Midfielder"
"479278","Left-Sided Midfielder/Fullback"
"479278","Right-Sided Midfielder/Fullback"
"479286","Central Midfielder"
"4793","Central Midfielder"
"4793","Left-Sided Attacker"
"479318","Central Defender"
"47935","Central Defender"
"479427","Central Midfielder"
"479523","Central Defender"
"479564","Left-Sided Attacker"
"479564","Central Midfielder"
"479564","Right-Sided Midfielder/Fullback"
"479569","Right-Sided Midfielder/Fullback"
"4797","Right-Sided Attacker"
"4799","Central Forward"
"479996","Central Midfielder"
"479996","Central Forward"
"4800","Central Forward"
"480053","Left-Sided Attacker"
"480053","Left-Sided Midfielder/Fullback"
"4801","Right-Sided Attacker"
"4801","Left-Sided Attacker"
"480373","Central Defender"
"480592","Right-Sided Midfielder/Fullback"
"480592","Central Midfielder"
"480592","Left-Sided Attacker"
"480592","Left-Sided Midfielder/Fullback"
"480595","Right-Sided Midfielder/Fullback"
"480595","Central Midfielder"
"480602","Central Forward"
"480602","Right-Sided Attacker"
"480628","Central Midfielder"
"480678","Central Defender"
"480752","Left-Sided Midfielder/Fullback"
"481206","Central Forward"
"481362","Left-Sided Attacker"
"481362","Right-Sided Attacker"
"481372","Central Defender"
"481372","Central Midfielder"
"481402","Central Midfielder"
"481528","Central Forward"
"481528","Central Midfielder"
"481661","Central Forward"
"481661","Central Midfielder"
"481661","Left-Sided Attacker"
"481673","Central Midfielder"
"481769","Central Midfielder"
"481769","Left-Sided Midfielder/Fullback"
"481769","Right-Sided Midfielder/Fullback"
"481852","Central Midfielder"
"481852","Right-Sided Attacker"
"481858","Central Midfielder"
"482464","Central Defender"
"4826","Central Forward"
"48277","Central Defender"
"48277","Right-Sided Midfielder/Fullback"
"482776","Left-Sided Attacker"
"482776","Central Forward"
"482776","Right-Sided Attacker"
"482825","Central Forward"
"482825","Left-Sided Attacker"
"482825","Right-Sided Attacker"
"4832","Central Defender"
"483513","Central Forward"
"483704","Right-Sided Midfielder/Fullback"
"483704","Central Defender"
"483768","Right-Sided Midfielder/Fullback"
"483768","Central Midfielder"
"484138","Central Defender"
"484158","Central Forward"
"484436","Central Midfielder"
"484467","Central Midfielder"
"484467","Central Forward"
"484573","Central Forward"
"484573","Left-Sided Attacker"
"484676","Right-Sided Midfielder/Fullback"
"484677","Right-Sided Attacker"
"484677","Left-Sided Attacker"
"484680","Central Forward"
"484730","Central Forward"
"484730","Central Midfielder"
"484730","Left-Sided Attacker"
"484979","Central Defender"
"484979","Right-Sided Midfielder/Fullback"
"485005","Left-Sided Attacker"
"485005","Central Midfielder"
"485232","Central Midfielder"
"485234","Central Forward"
"485621","Left-Sided Attacker"
"485789","Left-Sided Attacker"
"48589","Central Defender"
"485897","Left-Sided Midfielder/Fullback"
"48597","Left-Sided Midfielder/Fullback"
"4870","Central Defender"
"4873","Central Defender"
"48758","Central Forward"
"48758","Central Midfielder"
"48781","Right-Sided Midfielder/Fullback"
"488039","Central Midfielder"
"488374","Central Defender"
"488410","Left-Sided Midfielder/Fullback"
"488410","Central Midfielder"
"488411","Central Forward"
"488412","Right-Sided Midfielder/Fullback"
"488413","Central Defender"
"488413","Right-Sided Midfielder/Fullback"
"488426","Left-Sided Attacker"
"488888","Right-Sided Midfielder/Fullback"
"488918","Left-Sided Midfielder/Fullback"
"489027","Central Defender"
"489028","Left-Sided Midfielder/Fullback"
"489050","Left-Sided Attacker"
"489072","Central Forward"
"489072","Left-Sided Attacker"
"489157","Central Defender"
"489201","Central Midfielder"
"489322","Right-Sided Midfielder/Fullback"
"489383","Right-Sided Attacker"
"489383","Left-Sided Attacker"
"489398","Central Defender"
"489398","Left-Sided Attacker"
"489401","Right-Sided Midfielder/Fullback"
"489401","Right-Sided Attacker"
"489693","Central Forward"
"489961","Right-Sided Attacker"
"489961","Left-Sided Attacker"
"489962","Central Midfielder"
"489962","Left-Sided Attacker"
"489962","Right-Sided Attacker"
"49","Central Forward"
"49","Central Midfielder"
"490055","Right-Sided Attacker"
"490055","Left-Sided Attacker"
"490167","Central Midfielder"
"490320","Right-Sided Attacker"
"490342","Central Defender"
"490463","Left-Sided Attacker"
"490463","Central Midfielder"
"490466","Right-Sided Attacker"
"490466","Right-Sided Midfielder/Fullback"
"490537","Central Midfielder"
"490592","Central Defender"
"490595","Central Midfielder"
"490596","Central Midfielder"
"490597","Central Midfielder"
"490599","Central Forward"
"490621","Right-Sided Midfielder/Fullback"
"490621","Central Midfielder"
"490626","Left-Sided Midfielder/Fullback"
"490631","Right-Sided Midfielder/Fullback"
"490632","Central Defender"
"490643","Central Midfielder"
"490647","Central Forward"
"490653","Central Midfielder"
"490653","Right-Sided Midfielder/Fullback"
"490654","Central Midfielder"
"490654","Central Defender"
"490660","Left-Sided Attacker"
"490664","Right-Sided Attacker"
"490664","Central Midfielder"
"490664","Left-Sided Midfielder/Fullback"
"490665","Central Midfielder"
"490669","Central Defender"
"490703","Left-Sided Midfielder/Fullback"
"490703","Right-Sided Midfielder/Fullback"
"490730","Central Midfielder"
"490730","Central Defender"
"490770","Right-Sided Midfielder/Fullback"
"490770","Central Defender"
"490770","Central Midfielder"
"490774","Central Forward"
"490776","Left-Sided Attacker"
"490776","Central Forward"
"490782","Central Defender"
"490782","Central Midfielder"
"490786","Right-Sided Attacker"
"490787","Left-Sided Attacker"
"490788","Central Defender"
"490805","Central Defender"
"490808","Central Defender"
"490808","Left-Sided Midfielder/Fullback"
"490808","Right-Sided Midfielder/Fullback"
"490809","Central Defender"
"490812","Central Forward"
"490812","Central Midfielder"
"490812","Left-Sided Attacker"
"490816","Central Forward"
"490816","Central Midfielder"
"490872","Central Defender"
"490872","Central Midfielder"
"490895","Left-Sided Attacker"
"490895","Central Midfielder"
"490895","Right-Sided Midfielder/Fullback"
"490934","Left-Sided Attacker"
"490947","Central Midfielder"
"490950","Central Defender"
"490969","Central Forward"
"490969","Right-Sided Attacker"
"490971","Left-Sided Midfielder/Fullback"
"490973","Central Midfielder"
"490977","Central Forward"
"490977","Central Midfielder"
"490978","Central Forward"
"490980","Right-Sided Attacker"
"490980","Central Midfielder"
"490980","Left-Sided Attacker"
"491006","Right-Sided Midfielder/Fullback"
"491006","Left-Sided Midfielder/Fullback"
"491007","Central Midfielder"
"491008","Left-Sided Attacker"
"491009","Central Midfielder"
"491009","Central Forward"
"491048","Central Defender"
"491051","Central Midfielder"
"491059","Left-Sided Attacker"
"491059","Central Forward"
"491074","Left-Sided Attacker"
"491074","Right-Sided Attacker"
"491157","Central Midfielder"
"491157","Left-Sided Midfielder/Fullback"
"491160","Central Midfielder"
"491160","Right-Sided Attacker"
"491169","Left-Sided Midfielder/Fullback"
"491169","Left-Sided Attacker"
"491173","Central Midfielder"
"491173","Central Defender"
"491175","Left-Sided Midfielder/Fullback"
"491178","Right-Sided Midfielder/Fullback"
"491181","Right-Sided Midfielder/Fullback"
"491279","Left-Sided Midfielder/Fullback"
"491363","Right-Sided Attacker"
"491363","Right-Sided Midfielder/Fullback"
"491369","Left-Sided Midfielder/Fullback"
"491369","Central Defender"
"491377","Right-Sided Midfielder/Fullback"
"491391","Central Forward"
"491391","Left-Sided Attacker"
"491403","Left-Sided Midfielder/Fullback"
"491403","Right-Sided Midfielder/Fullback"
"491408","Central Forward"
"491409","Central Midfielder"
"491409","Central Defender"
"491411","Left-Sided Attacker"
"491411","Right-Sided Attacker"
"491411","Right-Sided Midfielder/Fullback"
"491450","Central Defender"
"491538","Left-Sided Midfielder/Fullback"
"491643","Central Defender"
"491643","Left-Sided Midfielder/Fullback"
"491643","Right-Sided Midfielder/Fullback"
"491644","Central Midfielder"
"491664","Left-Sided Midfielder/Fullback"
"491664","Central Defender"
"491714","Central Midfielder"
"491785","Right-Sided Midfielder/Fullback"
"491785","Left-Sided Midfielder/Fullback"
"491876","Left-Sided Attacker"
"492038","Central Defender"
"492039","Left-Sided Midfielder/Fullback"
"492039","Central Defender"
"492039","Central Midfielder"
"492043","Left-Sided Attacker"
"492043","Left-Sided Midfielder/Fullback"
"492056","Central Midfielder"
"492059","Right-Sided Attacker"
"492059","Central Midfielder"
"492060","Left-Sided Attacker"
"492084","Central Defender"
"492132","Right-Sided Attacker"
"492132","Left-Sided Midfielder/Fullback"
"492134","Central Midfielder"
"492134","Left-Sided Attacker"
"492135","Right-Sided Midfielder/Fullback"
"492135","Right-Sided Attacker"
"492137","Central Midfielder"
"492138","Central Forward"
"492138","Left-Sided Attacker"
"492139","Central Midfielder"
"492159","Central Forward"
"492159","Central Defender"
"492191","Central Midfielder"
"492201","Central Midfielder"
"492204","Central Forward"
"492204","Central Midfielder"
"492206","Left-Sided Attacker"
"492211","Left-Sided Midfielder/Fullback"
"492211","Right-Sided Midfielder/Fullback"
"492271","Central Defender"
"492271","Left-Sided Midfielder/Fullback"
"492308","Left-Sided Attacker"
"492308","Central Forward"
"492428","Central Defender"
"492600","Right-Sided Attacker"
"492600","Left-Sided Attacker"
"492608","Left-Sided Attacker"
"492793","Right-Sided Midfielder/Fullback"
"492793","Central Midfielder"
"492802","Right-Sided Midfielder/Fullback"
"492802","Central Midfielder"
"492820","Central Midfielder"
"492879","Central Midfielder"
"492902","Right-Sided Midfielder/Fullback"
"492939","Central Midfielder"
"492941","Left-Sided Attacker"
"492941","Central Forward"
"4931","Left-Sided Midfielder/Fullback"
"493235","Central Defender"
"493235","Right-Sided Midfielder/Fullback"
"493236","Central Defender"
"4934","Central Midfielder"
"493696","Central Defender"
"493696","Central Midfielder"
"493704","Right-Sided Attacker"
"493704","Left-Sided Attacker"
"493706","Central Defender"
"493713","Central Forward"
"493836","Central Midfielder"
"493837","Central Midfielder"
"493837","Left-Sided Midfielder/Fullback"
"493838","Right-Sided Attacker"
"493838","Left-Sided Attacker"
"493841","Central Defender"
"493841","Central Midfielder"
"493848","Central Forward"
"493911","Right-Sided Midfielder/Fullback"
"493911","Left-Sided Midfielder/Fullback"
"493929","Left-Sided Attacker"
"493929","Central Forward"
"493929","Central Midfielder"
"493988","Central Defender"
"493998","Left-Sided Midfielder/Fullback"
"493998","Central Midfielder"
"494035","Central Forward"
"494035","Left-Sided Attacker"
"494038","Right-Sided Attacker"
"494040","Right-Sided Attacker"
"494040","Left-Sided Attacker"
"494085","Left-Sided Attacker"
"494087","Right-Sided Attacker"
"494087","Central Midfielder"
"494108","Central Midfielder"
"494110","Central Midfielder"
"494110","Central Forward"
"494213","Central Forward"
"494213","Central Midfielder"
"4945","Central Forward"
"494528","Central Forward"
"494699","Left-Sided Attacker"
"494732","Central Midfielder"
"494752","Right-Sided Attacker"
"494752","Left-Sided Attacker"
"494756","Central Defender"
"494756","Central Midfielder"
"494776","Central Forward"
"494776","Right-Sided Attacker"
"494983","Left-Sided Attacker"
"495034","Right-Sided Midfielder/Fullback"
"495034","Central Midfielder"
"495293","Left-Sided Attacker"
"495293","Central Midfielder"
"495362","Central Forward"
"495362","Central Midfielder"
"495362","Right-Sided Attacker"
"495368","Central Forward"
"49538","Central Forward"
"49539","Right-Sided Attacker"
"49539","Central Forward"
"49539","Central Midfielder"
"495455","Central Defender"
"495455","Central Midfielder"
"495458","Left-Sided Midfielder/Fullback"
"495536","Central Midfielder"
"495536","Central Defender"
"49561","Central Forward"
"49562","Right-Sided Midfielder/Fullback"
"495692","Central Midfielder"
"4957","Left-Sided Attacker"
"4957","Central Midfielder"
"49571","Central Defender"
"495743","Right-Sided Attacker"
"495743","Left-Sided Attacker"
"49577","Central Midfielder"
"49578","Central Forward"
"49578","Central Midfielder"
"4958","Central Midfielder"
"495801","Central Defender"
"495809","Right-Sided Attacker"
"49584","Central Forward"
"495885","Right-Sided Attacker"
"495885","Left-Sided Attacker"
"496123","Left-Sided Midfielder/Fullback"
"496131","Central Forward"
"496142","Right-Sided Attacker"
"496142","Left-Sided Attacker"
"496142","Right-Sided Midfielder/Fullback"
"496148","Central Midfielder"
"49615","Central Midfielder"
"496198","Central Defender"
"4962","Central Midfielder"
"496200","Central Defender"
"496200","Central Midfielder"
"496201","Central Defender"
"496201","Central Midfielder"
"496210","Left-Sided Midfielder/Fullback"
"496210","Right-Sided Midfielder/Fullback"
"496212","Right-Sided Attacker"
"496212","Central Forward"
"496212","Left-Sided Attacker"
"496272","Central Midfielder"
"49633","Central Forward"
"49658","Central Defender"
"496630","Central Midfielder"
"496699","Central Defender"
"496885","Right-Sided Attacker"
"496885","Left-Sided Attacker"
"496885","Left-Sided Midfielder/Fullback"
"49698","Right-Sided Midfielder/Fullback"
"49706","Central Forward"
"49706","Left-Sided Attacker"
"497147","Central Midfielder"
"49716","Right-Sided Midfielder/Fullback"
"49716","Left-Sided Midfielder/Fullback"
"497214","Central Forward"
"497265","Central Midfielder"
"497265","Central Forward"
"49727","Left-Sided Attacker"
"497378","Left-Sided Attacker"
"49766","Left-Sided Attacker"
"49766","Central Midfielder"
"49766","Right-Sided Attacker"
"497962","Central Midfielder"
"49799","Central Defender"
"49803","Central Forward"
"49803","Central Midfielder"
"49803","Left-Sided Attacker"
"498142","Central Midfielder"
"498142","Central Defender"
"498151","Central Forward"
"49816","Central Midfielder"
"49816","Central Defender"
"498183","Central Midfielder"
"4982","Central Midfielder"
"498200","Central Defender"
"49821","Left-Sided Midfielder/Fullback"
"49827","Central Forward"
"498426","Central Forward"
"498426","Central Midfielder"
"49847","Left-Sided Midfielder/Fullback"
"49873","Central Midfielder"
"49893","Left-Sided Midfielder/Fullback"
"49893","Central Defender"
"49894","Central Midfielder"
"49894","Left-Sided Midfielder/Fullback"
"4990","Left-Sided Attacker"
"4990","Right-Sided Attacker"
"499093","Central Defender"
"499554","Left-Sided Midfielder/Fullback"
"499811","Central Midfielder"
"499811","Left-Sided Midfielder/Fullback"
"499812","Left-Sided Midfielder/Fullback"
"499812","Central Defender"
"50012","Right-Sided Midfielder/Fullback"
"50012","Central Midfielder"
"500177","Left-Sided Midfielder/Fullback"
"500284","Left-Sided Midfielder/Fullback"
"500284","Right-Sided Midfielder/Fullback"
"500394","Central Defender"
"500419","Right-Sided Attacker"
"500419","Central Forward"
"500424","Central Defender"
"501363","Central Forward"
"501367","Central Forward"
"501371","Left-Sided Attacker"
"501371","Left-Sided Midfielder/Fullback"
"501377","Left-Sided Midfielder/Fullback"
"501377","Central Midfielder"
"50174","Central Forward"
"50174","Central Midfielder"
"50176","Central Forward"
"501817","Central Midfielder"
"501822","Central Midfielder"
"501901","Central Defender"
"502151","Central Defender"
"502229","Central Midfielder"
"502229","Left-Sided Attacker"
"502264","Left-Sided Midfielder/Fullback"
"502264","Central Forward"
"502264","Central Midfielder"
"5030","Left-Sided Midfielder/Fullback"
"5030","Central Midfielder"
"5030","Left-Sided Attacker"
"503110","Central Defender"
"503110","Central Midfielder"
"503412","Central Midfielder"
"503447","Right-Sided Midfielder/Fullback"
"503465","Central Midfielder"
"503585","Central Defender"
"503585","Central Midfielder"
"503596","Left-Sided Midfielder/Fullback"
"503596","Right-Sided Midfielder/Fullback"
"503618","Right-Sided Midfielder/Fullback"
"503618","Central Midfielder"
"503962","Central Defender"
"504032","Central Forward"
"504156","Central Forward"
"504156","Left-Sided Attacker"
"504224","Central Midfielder"
"504224","Left-Sided Midfielder/Fullback"
"504255","Left-Sided Attacker"
"504607","Central Forward"
"504643","Left-Sided Midfielder/Fullback"
"504847","Central Forward"
"504865","Central Forward"
"504865","Central Midfielder"
"504892","Central Forward"
"504903","Left-Sided Attacker"
"504903","Right-Sided Attacker"
"504975","Central Defender"
"504975","Left-Sided Midfielder/Fullback"
"5052","Left-Sided Midfielder/Fullback"
"5052","Central Defender"
"505982","Left-Sided Midfielder/Fullback"
"505982","Central Midfielder"
"506047","Central Midfielder"
"506055","Central Defender"
"506271","Left-Sided Midfielder/Fullback"
"506284","Central Midfielder"
"506297","Right-Sided Midfielder/Fullback"
"506298","Left-Sided Midfielder/Fullback"
"506298","Central Defender"
"506301","Central Defender"
"506309","Central Midfielder"
"506443","Right-Sided Midfielder/Fullback"
"5068","Central Defender"
"506885","Central Midfielder"
"507059","Central Midfielder"
"5073","Right-Sided Midfielder/Fullback"
"507330","Left-Sided Attacker"
"5078","Left-Sided Attacker"
"5078","Right-Sided Attacker"
"508230","Right-Sided Midfielder/Fullback"
"508230","Left-Sided Midfielder/Fullback"
"508233","Central Forward"
"5087","Central Midfielder"
"5087","Left-Sided Attacker"
"508714","Central Defender"
"508760","Left-Sided Midfielder/Fullback"
"508808","Left-Sided Attacker"
"508808","Central Midfielder"
"508820","Central Forward"
"508854","Central Forward"
"508854","Left-Sided Attacker"
"508854","Right-Sided Attacker"
"508889","Central Defender"
"508895","Right-Sided Midfielder/Fullback"
"508899","Central Defender"
"508899","Left-Sided Midfielder/Fullback"
"508907","Central Defender"
"508911","Central Defender"
"508914","Left-Sided Midfielder/Fullback"
"508926","Left-Sided Midfielder/Fullback"
"508930","Right-Sided Attacker"
"508930","Central Forward"
"508930","Left-Sided Attacker"
"508936","Central Forward"
"508936","Left-Sided Attacker"
"508940","Central Midfielder"
"508942","Central Midfielder"
"508944","Left-Sided Midfielder/Fullback"
"508951","Central Midfielder"
"508954","Central Forward"
"508954","Central Midfielder"
"508957","Central Midfielder"
"508962","Left-Sided Midfielder/Fullback"
"508962","Central Midfielder"
"508967","Central Forward"
"508967","Left-Sided Attacker"
"508971","Central Forward"
"508971","Central Midfielder"
"508975","Central Forward"
"508979","Central Forward"
"508979","Right-Sided Attacker"
"508981","Central Forward"
"508981","Central Midfielder"
"508981","Left-Sided Attacker"
"508984","Left-Sided Attacker"
"509226","Left-Sided Midfielder/Fullback"
"509264","Right-Sided Attacker"
"509264","Central Forward"
"509264","Left-Sided Attacker"
"509282","Central Defender"
"509282","Central Midfielder"
"509282","Right-Sided Midfielder/Fullback"
"509284","Central Defender"
"509285","Right-Sided Midfielder/Fullback"
"509285","Left-Sided Midfielder/Fullback"
"509298","Central Midfielder"
"509299","Central Midfielder"
"509299","Left-Sided Midfielder/Fullback"
"509305","Left-Sided Midfielder/Fullback"
"509305","Left-Sided Attacker"
"509311","Central Midfielder"
"509312","Left-Sided Attacker"
"509312","Central Forward"
"509314","Right-Sided Attacker"
"509314","Central Forward"
"509445","Central Forward"
"509445","Central Midfielder"
"509445","Right-Sided Midfielder/Fullback"
"509611","Central Forward"
"5128","Right-Sided Midfielder/Fullback"
"513151","Central Defender"
"513412","Right-Sided Midfielder/Fullback"
"513412","Left-Sided Midfielder/Fullback"
"513954","Central Midfielder"
"513954","Central Forward"
"514103","Central Defender"
"514103","Right-Sided Midfielder/Fullback"
"514209","Central Defender"
"514210","Left-Sided Attacker"
"5150","Central Midfielder"
"515464","Central Midfielder"
"515634","Central Midfielder"
"515634","Right-Sided Attacker"
"51710","Right-Sided Attacker"
"51710","Left-Sided Attacker"
"51714","Right-Sided Attacker"
"51714","Left-Sided Attacker"
"517659","Central Defender"
"517660","Right-Sided Midfielder/Fullback"
"517660","Central Defender"
"517661","Central Defender"
"517663","Central Defender"
"517666","Right-Sided Midfielder/Fullback"
"517666","Central Midfielder"
"517669","Central Midfielder"
"517670","Central Midfielder"
"517671","Right-Sided Midfielder/Fullback"
"517671","Central Midfielder"
"517673","Left-Sided Midfielder/Fullback"
"517673","Central Midfielder"
"517675","Central Forward"
